date,ASSET_00,ASSET_01,ASSET_02,ASSET_03,ASSET_04,ASSET_05,ASSET_06,ASSET_07,ASSET_08,ASSET_09,ASSET_10,ASSET_11,ASSET_12,ASSET_13,ASSET_14,ASSET_15,ASSET_16,ASSET_17,ASSET_18,ASSET_19,ASSET_20,ASSET_21,ASSET_22,ASSET_23,ASSET_24,ASSET_25,ASSET_26,ASSET_27,ASSET_28,ASSET_29,ASSET_30,ASSET_31,ASSET_32,ASSET_33,ASSET_34,ASSET_35,ASSET_36,ASSET_37,ASSET_38,ASSET_39,ASSET_40,ASSET_41,ASSET_42,ASSET_43,ASSET_44,ASSET_45,ASSET_46,ASSET_47,ASSET_48,ASSET_49
2020-01-02,0.016778181973547756,-0.06099376271340177,-0.01906208226944997,-0.030509828711619336,-0.015681345529687706,-0.002615137956533909,0.007254736353705727,0.016579656516944343,-0.04039835715512436,0.0028252998139863083,-0.013542895806688372,-0.022091276708202243,0.01995089756571149,-0.012528091335587634,0.003702139236463499,-0.02766885204077337,0.009224571480856671,-0.017371092316792545,-0.013053829260840168,-0.022422786032609346,0.026019383496886307,0.04990299627127945,0.019177194317487215,-0.05863644049671206,-0.006179382344056776,0.06828385479039334,0.007179563193274372,-0.009016767333657912,0.005421991206417334,-0.027210838607631835,-0.004987453387754444,-0.01280859876252589,-0.009811806019130022,0.011139500065796754,0.020083004215051308,-0.019571392697378117,-0.030886436837780213,0.009724073545666755,0.003482202715100379,0.010335889930696769,-0.01115703159123456,0.022846209994487606,-0.010172876001161223,0.026983043513807713,0.006529991924736801,0.0017954994745166138,-0.028178434272263117,-0.02993548187239546,-0.018849737962138974,-0.02960575377415946
2020-01-03,-0.029329099286622744,-0.03077344491379195,-0.013168294823110771,-0.08360910106917882,0.037672557167982575,-0.02470974453402008,0.0010424669943375892,-0.012117353705820712,-0.021010479586577546,-0.02266292484745881,0.010659392157296662,0.009398214427716305,0.001364280070052344,0.03676051623575204,0.019011215638644184,-0.014443577568549021,0.0008522319434399532,-0.010888378889380374,0.03235712178901247,0.004760114926076514,-0.07137298685250269,0.06579674803720131,-0.041787935550078356,0.06751964320047818,0.0008054415528912571,0.002239752138473045,0.006140644604935734,-0.003889661666957064,0.017118638645784456,-0.007079154909354556,-0.03214067582689256,0.006618337671399566,0.007748871779858552,0.0007622560099826922,0.023796750371518318,0.008986289383984297,0.011458358691391161,0.004560532020471306,-0.009778232353967352,-0.010705244101528077,0.0011414859468979633,-0.02017365661617645,0.008364299383248562,0.019645428139255617,0.00840277795037279,0.027607373683330397,-0.027091536001817504,-0.05309010996271673,0.0017706207514167048,0.03018557525948068
2020-01-06,0.015890172003719574,0.002210448781109057,0.003056861466463543,-0.03235646289632139,-0.027906282864579985,-0.02899062815060001,0.012174501553353515,0.046045580184925904,0.02593271035837878,-0.004588224909023541,0.015483203280909599,0.03281390790064608,-0.008976810686566417,0.03946595232950568,0.025608548458639555,-0.02511555695052962,0.009941642096423899,0.07172842891016143,-0.004125646209373504,0.03208594988283058,-0.00839134377704802,0.03039390795531703,-0.021629956129005548,-0.012413857216031377,0.006179868677711383,0.03597090669739856,0.02461323651223328,-0.008207386237549774,0.02788058871910811,0.018977185810659495,0.039498181656029106,-0.005989799111292698,-0.016492424205539393,0.028379067315228525,-0.021962112651408065,-0.009964689639702413,-0.016011803624586644,0.0098118842486667,-0.008096645975291089,-0.014338115815698846,0.006151478827786528,0.05136824624587831,0.011088605474655745,0.020842127173440177,-0.0009758250556947763,0.007168006118778125,-0.008703902414955642,-0.011431299046986306,-0.03212072493227626,-0.007842312420198186
2020-01-07,0.002087063533358846,-0.022075245900639303,0.006557507709094269,-0.03344053404316352,0.025641994481280343,0.03748581685836207,-0.05135878310660103,-0.005075973598996537,-0.03911054745063786,-0.001971137805367857,-0.036373723011823816,-0.05555234024942068,-0.0005268100441757218,0.011088560267949485,0.0028946477317927763,0.0589252038731506,0.011880811894723202,-0.013125695686014753,-0.01765142327819374,-0.01730491464270221,-0.016784164705565336,0.014281261484344507,-0.012545495804994136,0.008464323372916796,0.00690462782992336,0.003694635210854489,-0.007735497031393984,0.0095995424988206,0.029741238355009525,-0.04756253099280346,0.042653873247589034,-0.01597592550476885,-0.041005546213302185,0.01604293166563383,0.005234293205102647,0.0027834150409692614,0.012191483311710613,0.015400370262133015,0.005525915262551534,0.0008453052695489683,-0.03254259003379579,0.020023554119003084,0.008852662772993077,-0.020469818799299058,-0.008051106078048684,0.009218703090580831,-0.018442755391214698,-0.03778128887069036,-0.03684087264405614,0.008000237078513953
2020-01-08,0.037149595571601815,-0.03812798096466993,-0.03290145972770327,0.029402491229853295,-0.01401542802551295,0.003520933463641933,-0.005462068495199023,0.0023788110091614812,-0.03582835066687223,0.06276121947541266,-0.009083863987260462,-0.007136922877044588,-0.014992611445840473,0.0016604838357535475,0.013958303504050031,0.0087784510852184,-0.0042405379386781464,-0.0290553229488456,0.006995299802457302,-0.009722345797826054,-0.04646299422809231,-0.02937451735889421,-0.015330330930748794,-0.019176861700180334,-0.04890939398612979,0.01184331226330766,0.0015150017153565552,-0.014734028941804218,0.005971451809702572,0.0007295171670902166,-0.008082767231399765,-0.005315786459637331,-0.013788009020213425,0.006687310944223495,-0.0032752631424441607,0.014295511274063685,-0.004474151938583465,-0.012826278167946747,0.004770890940966119,-0.0027531257248531067,-0.006138281865727308,-0.028265787773587493,0.017415879243628637,0.023421497197823278,0.0015404915584636678,-0.017477375219126283,0.0746328431876643,0.040701094922164484,0.030474933560989216,0.012742867243812227
2020-01-09,-0.005054947065574024,0.07595411170861041,-0.010670507823010473,0.005484751070022059,0.04295370594949534,-0.029277268244388695,0.019268007023959633,-0.025851644115195086,0.0026673983565798382,-0.0014689723622176368,-0.004290536873449166,0.03461184443289243,0.018955964625377512,0.0246386321447444,-0.002568697614290237,-0.052797347774665,0.01152887496970403,-0.000510018280566338,-0.013608630885758942,0.0072402712598769806,0.008050634973661092,-0.005029234363179765,0.01316972624074623,0.08121623592673882,-0.005728118781486725,0.031308962732073,0.040755335390518906,0.011525412726305102,0.00737953395590493,0.024598673848702707,0.0024694865145763016,0.007201671846966485,-0.03766089614602137,-0.0011609031290770512,0.02982559102223983,0.0018169565765888227,0.04338635958925469,0.0018650564996008498,0.009196249243152967,-0.014646036153591916,-0.0018120554653173722,-0.010931879828535263,0.0014564348681948638,0.02240532964720262,-0.006997981275468075,-0.023419069013952826,0.0019065239152000542,0.019127852203001044,0.04077226622300172,-0.03565907512485225
2020-01-10,0.004892286387311734,0.026514942983667463,-0.0033841356519275574,-0.060984835954180486,-0.0027820662672853173,0.012646884882352225,-0.04610187724029373,0.0335957012664127,-0.0050327380300954384,-0.03495331452934633,-0.010061480006769586,0.04024042243383661,0.011987672028485101,0.005274651635598259,-0.003946162002017314,-0.06998889840933775,-0.0011591447047911388,0.03324552928737735,-0.015646126319636817,0.017189767255456945,-0.026956357553994677,0.01914628858553157,-0.04043731165170063,0.01294542337243537,-0.023579659385713964,-0.042776942971881206,-0.007286649114607855,-0.007122777379381491,0.0031512037089486953,-0.02173423359031138,-0.011708775629664834,-0.0017892521563394222,0.03212394309455287,0.023470293389865886,0.001844478651303343,0.02943418646782295,-0.0019008893909702184,0.055812322228491015,0.01635975397411282,-0.008193233835923883,-0.0057241367232351,-0.007038666978145262,0.017534883978246738,-0.025298008292185023,0.0078095133323768905,0.005696411601188451,0.044941286399564497,-0.025169746311350744,-0.009847114594634339,-0.024198378992746936
2020-01-13,-0.01504652921579743,-0.010341397789050721,0.011303007566953268,0.045910592322515854,-0.02784120981721696,-0.02619168940908882,0.00358603398637189,-0.002161800379121033,0.008598435447777907,-0.015601044351435398,-0.014370905424628152,-0.02344908029594093,0.00629568516733595,-0.018981155997104836,0.022690489878758494,0.022750887592426897,0.003654004237489262,0.0401714990218709,0.01251713211307975,0.0413307438037569,-0.025218653845159693,0.032311158525447047,0.010304783308365163,-0.0040795217160296505,0.031437869174952886,-0.019750534731675252,-0.00042041572475598655,0.003878731113849655,-0.006148848100551288,0.018696773541901943,0.03822371432981235,0.019346190746253645,-0.031980936284113345,-0.016722406745738442,0.020467713043528676,-0.01859747212774352,-0.00252406876388705,-0.027736382825827563,-0.022896544766682497,-0.03428268393335262,-0.008074454776054622,0.019712049940274198,0.0021312652125969342,0.009066187808379077,0.005216756880849497,-0.00162442673483291,0.037275833670823155,0.003814520336052086,0.00463111096147154,0.049020357462585776
2020-01-14,0.002343590405870125,0.06518243523995415,0.01336637228040785,-3.5838881482391045e-05,0.01606289591952163,-0.04743465662294044,0.005971256757339987,0.016325162348345756,-0.056819738526759714,-0.019797321960445455,-0.003945522487686119,-0.022275619046739314,-0.0013422552696999727,-0.0014505782808753032,-0.047016207240550105,0.0003009551092159623,0.007866480684551343,0.048672911550764086,-0.02628478050983819,-0.031001346706636315,0.018253969695564972,0.06252583451620879,-0.016149055019379417,0.0051358373426224875,-0.008477791438811685,-0.05970534663511176,-0.017120786245473477,0.01954498005319905,-0.005492591236264076,-0.009192771500591083,-0.0033914512880730456,-0.008334086107046935,-0.045886355855315475,-0.026134158208141207,-0.006130300129298036,-0.008154338404521802,-0.035900697923671454,0.015435649942657672,0.009119081015878454,0.016991978293031344,0.0014533356135472634,0.03304049319753195,-0.0067584668700473895,-0.040623884092415366,-0.012365446483095373,0.045370136178343554,-0.016205782315214117,-0.03025782396515383,-0.00010730191800599096,0.03217134877973871
2020-01-15,-0.01127933163123755,0.023591325153236104,-0.011908013576773485,0.03829822980558522,-0.015924205624796912,-0.025547693247997764,0.02184487679980263,-0.03626544629916354,-0.0692870384551598,-0.018281675348149052,-0.0014597222970990321,0.0012537859988466257,0.012302468488640961,-0.0008648865741304897,-0.036430539246457255,-0.012797708165660282,-0.016557481328968813,-0.022485954230863494,0.013454686766916526,-0.0015842637588746695,0.0032626112123115545,0.05314531811127763,0.006882540018138877,-0.04010248502414317,-0.012280247496645058,0.0017992872488821847,-0.026670427019569874,0.026938857533533336,-0.021717227419411938,-0.027210407536874034,0.003225205322754565,0.029010061092335313,0.01272407920817289,0.02348948457389545,0.0031165825818636216,-0.008225971062766029,-0.002736288509186001,0.00784110863635268,0.00761940893763039,-0.01776417005700449,-0.006880267279098547,0.03209147285340999,0.027937421558349634,0.05554984838186977,0.03292085686850063,0.02794663858119874,-0.07000063361406227,0.031737591266311406,-0.024048434064695774,0.01770958387928477
